0,-0.0029471344,0.0027820177,0.6993005,0.0020530326,-0.011128658,-0.010790677,0.9999945,0.0032784601,-0.0006559658,-0.0000542874,-0.03675119,-0.027114533,-0.0019714744
0.001968,-0.0029430736,0.0027600052,0.6992792,0.002027674,-0.011255362,-0.010871312,0.9999945,0.0032421127,-0.00068277353,-0.00005634893,-0.006265985,0.058117896,-0.0043762103
0.003946,-0.0029389819,0.0027372919,0.69925725,0.0020007293,-0.011383273,-0.0109415855,0.9999946,0.0032357967,-0.00062411826,-0.0000605787,0.024568502,0.14670114,-0.006714292
0.005964,-0.0029350545,0.0027149464,0.6992358,0.0019767934,-0.0115073295,-0.0110292295,0.9999946,0.0032599233,-0.000480112,-0.000066687775,0.05544195,0.23280433,-0.009038275
0.007927,-0.0029078044,0.002556318,0.69908375,0.0018473937,-0.012385537,-0.011563328,0.9999928,0.003642187,0.0011246591,-0.00012356923,0.27469012,0.83141863,-0.024411649
0.021712,-0.0029041707,0.0025319557,0.699061,0.0018906618,-0.012525721,-0.011616223,0.9999905,0.0039124154,0.0019424068,-0.00014490348,0.30846214,0.91694146,-0.025524594
0.023679,-0.0029003515,0.0025066538,0.6990375,0.0019673314,-0.012680206,-0.011691511,0.999987,0.0042240415,0.0028685639,-0.00016766484,0.34320647,1.0072396,-0.026991522
0.025699,-0.0028964798,0.0024816992,0.6990145,0.002077586,-0.012842618,-0.011775858,0.99998224,0.00456184,0.0038597283,-0.00019100627,0.37727663,1.0965458,-0.02865837
0.027667,-0.002892445,0.0024567589,0.6989916,0.002224287,-0.013016072,-0.011819549,0.99997574,0.0049282615,0.0049245083,-0.00021538963,0.4102701,1.1825122,-0.030318053
0.029609,-0.0028880588,0.0024310912,0.6989683,0.0024139818,-0.013205993,-0.011901831,0.9999673,0.005332878,0.0060904925,-0.00024152828,0.44534454,1.2717713,-0.03178602
