0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.01,0,0,0,0,0,0,1,0,0,0,0.023460321,0.014356614,0.000000027608435
0.02,0,0,0,0,0,0,1,0.000117301606,0.00007178307,0.00000000013804217,0.05499857,0.033833873,0.00000045675708
0.03,0,0,0,0.000014083847,-0.000023014589,0.000000057220458,0.99999994,0.00039229443,0.00024095243,0.0000000025258353,0.088924,0.05498143,0.0000023126304
0.04,0.00000014083847,-0.00000023014589,0.00000000057220456,0.000061358835,-0.00009998295,0.0000002670288,0.9999996,0.0008369143,0.0005158595,0.000000014801264,0.12310502,0.07649365,0.000007426015
0.05,0.00000075442676,-0.0000012299754,0.0000000032424925,0.00016257123,-0.00026418676,0.0000008678436,0.9999986,0.0014524389,0.00089832733,0.000000054499978,0.15671778,0.09786019,0.00001844465
0.06,0.000002380139,-0.0000038718426,0.000000011920928,0.00033882604,-0.00054916006,0.0000020790098,0.9999966,0.0022360256,0.0013876267,0.00000015348341,0.18941967,0.11886598,0.00003875866
0.07,0.000005768399,-0.000009363443,0.00000003271103,0.0006110873,-0.0009878825,0.0000042438505,0.99999297,0.0031831185,0.001981953,0.00000036199376,0.22104579,0.13940574,0.0000723941
0.08,0.000011879272,-0.000019242267,0.00000007514953,0.0009999686,-0.0016124455,0.000007705688,0.99998724,0.0042883363,0.0026789736,0.00000075217434,0.25149763,0.15941548,0.00012389371
0.09,0.000021878957,-0.00003536672,0.00000015220641,0.0015256315,-0.002453893,0.000012845992,0.99997866,0.0055458033,0.0034760353,0.0000014209921,0.28070262,0.1788471,0.00019819793
0.1,0.000037135273,-0.00005990565,0.0000002806663,0.0022077253,-0.0035421285,0.000020065307,0.9999663,0.006949279,0.0043702424,0.0000024925503,0.30859873,0.19765885,0.00030052278
0.11,0.000059212525,-0.000095326934,0.0000004813194,0.0030653407,-0.004905846,0.000029649735,0.99994963,0.008492211,0.005358488,0.0000041197827,0.33512947,0.21581216,0.00043623906
0.12,0.000089865935,-0.00014438538,0.0000007778167,0.004116974,-0.0065724747,0.00004197121,0.9999276,0.010167761,0.0064374697,0.000006485531,0.3602419,0.23327026,0.00061075116
0.13,0.00013103567,-0.00021011013,0.0000011975287,0.00538049,-0.008568125,0.000057258607,0.9998995,0.011968825,0.0076037,0.000009802993,0.38388604,0.24999794,0.00082938705
0.14,0.00018484058,-0.00029579137,0.0000017701147,0.0068730903,-0.010917545,0.00007575035,0.9998644,0.013888045,0.00885351,0.000014315611,0.406015,0.26596147,0.0010972772
0.15,0.0002535715,-0.00040496682,0.000002527618,0.008611281,-0.01364407,0.000097560885,0.9998214,0.015917828,0.01018306,0.00002029633,0.4265851,0.28112876,0.0014192538
0.16,0.0003396843,-0.0005414075,0.000003503227,0.010610845,-0.016769582,0.00012271882,0.9997699,0.01805036,0.011588345,0.000028046328,0.44555557,0.2954692,0.0017997519
0.17,0.00044579274,-0.0007091033,0.000004730415,0.01288681,-0.020314476,0.00015123367,0.999709,0.020277616,0.013065205,0.00003789325,0.46288928,0.30895418,0.0022427016
0.18,0.00057466084,-0.00091224804,0.0000062427516,0.015453423,-0.02429761,0.00018293381,0.9996381,0.02259139,0.014609331,0.000050188853,0.4785527,0.3215571,0.002751452
0.19,0.0007291951,-0.0011552242,0.000008072089,0.018324127,-0.028736284,0.00021760941,0.99955636,0.024983304,0.016216276,0.000065306296,0.49251622,0.33325344,0.0033286908
0.2,0.00091243634,-0.001442587,0.000010248184,0.021511532,-0.033646196,0.00025486946,0.9994634,0.027444832,0.017881472,0.00008363696,0.50475407,0.34402093,0.00397637
0.21,0.0011275517,-0.0017790489,0.000012796878,0.025027398,-0.03904143,0.0002942753,0.9993587,0.02996732,0.019600227,0.00010558691,0.5152448,0.35383976,0.0046956525
0.22,0.0013778256,-0.0021694633,0.000015739632,0.028882612,-0.04493441,0.00033529283,0.99924195,0.032542005,0.021367755,0.00013157305,0.523971,0.3626926,0.005486856
0.23,0.0016666518,-0.0026188074,0.00001909256,0.033087164,-0.051335894,0.00037724496,0.9991129,0.035160046,0.023179179,0.00016201902,0.53091985,0.37056488,0.006349411
0.24,0.0019975235,-0.0031321663,0.00002286501,0.03765014,-0.058254942,0.0004194069,0.99897134,0.037812527,0.025029544,0.00019735083,0.53608286,0.3774447,0.007281837
0.25,0.0023740248,-0.0037147158,0.000027059079,0.042579696,-0.06569891,0.00046088218,0.9988174,0.040490508,0.026913833,0.00023799243,0.53945595,0.38332298,0.008281736
0.26,0.0027998218,-0.004371705,0.0000316679,0.047883056,-0.07367342,0.000500803,0.9986511,0.043185018,0.028826987,0.00028436113,0.5410398,0.38819352,0.009345761
0.27,0.0032786522,-0.0051084394,0.00003667593,0.05356649,-0.082182385,0.0005382061,0.9984728,0.04588711,0.030763919,0.00033686304,0.5408393,0.39205295,0.010469634
0.28,0.003814317,-0.005930263,0.000042057993,0.05963531,-0.09122797,0.00057207106,0.9982828,0.048587855,0.032719515,0.00039588826,0.5388636,0.39490083,0.011648152
0.29,0.00441067,-0.006842543,0.000047778703,0.06609386,-0.100810595,0.0006013107,0.9980816,0.051278383,0.03468867,0.00046180657,0.5351265,0.39673945,0.012875234
0.3,0.005071609,-0.007850649,0.00005379181,0.07294552,-0.110928945,0.0006248283,0.9978701,0.053949904,0.036666296,0.000534963,0.5296459,0.39757434,0.014143914
0.31,0.005801064,-0.008959938,0.000060040093,0.08019269,-0.12157997,0.0006415939,0.99764884,0.056593712,0.038647324,0.00061567326,0.52244353,0.39741316,0.015446419
