-0.0029471344, 0.0027820177, 0.6993005, -0.0029512162, 0.002803666, 0.69932157, 0.0020530326, -0.011128658, -0.010790677, 0.0020740177, -0.011000139, -0.010696541, 0.9999945, 0.0032784601, -0.0006559658, -5.42874e-5, 0.99999326, 0.0033447642, -0.00054595346, -5.416035e-5, -0.03675119, -0.027114533, -0.0019714744, -0.06738003, -0.11180395, 0.00028169143
-0.0029430736, 0.0027600052, 0.6992792, -0.0029512162, 0.002803666, 0.69932157, 0.002027674, -0.011255362, -0.010871312, 0.0020740177, -0.011000139, -0.010696541, 0.9999945, 0.0032421127, -0.00068277353, -5.634893e-5, 0.99999326, 0.0033447642, -0.00054595346, -5.416035e-5, -0.006265985, 0.058117896, -0.0043762103, -0.09026045, -0.10857935, -0.008820445
-0.0029389819, 0.0027372919, 0.69925725, -0.0029682156, 0.002860614, 0.6996319, 0.0020007293, -0.011383273, -0.0109415855, 0.0019544836, -0.010950892, -0.00979204, 0.9999946, 0.0032357967, -0.00062411826, -6.05787e-5, 0.99999356, 0.0032030945, -0.00076197437, -6.124121e-5, 0.024568502, 0.14670114, -0.006714292, -0.078146175, -0.083541796, -0.03354875
-0.0029350545, 0.0027149464, 0.6992358, -0.0029682156, 0.002860614, 0.6996319, 0.0019767934, -0.0115073295, -0.0110292295, 0.0019544836, -0.010950892, -0.00979204, 0.9999946, 0.0032599233, -0.000480112, -6.6687775e-5, 0.99999356, 0.0032030945, -0.00076197437, -6.124121e-5, 0.05544195, 0.23280433, -0.009038275, -0.06658183, -0.053621065, -0.035788875
-0.0029078044, 0.002556318, 0.69908375, -0.0029605168, 0.0028163097, 0.6995925, 0.0018473937, -0.012385537, -0.011563328, 0.0018949066, -0.011201358, -0.009940424, 0.9999928, 0.003642187, 0.0011246591, -0.00012356923, 0.9999939, 0.0030524344, -0.00091319706, -0.00012686277, 0.27469012, 0.83141863, -0.024411649, -0.085505895, -0.03797962, -0.018224178
-0.0029041707, 0.0025319557, 0.699061, -0.0029637963, 0.0027980881, 0.6997068, 0.0018906618, -0.012525721, -0.011616223, 0.0015808798, -0.011523973, -0.009800553, 0.9999905, 0.0039124154, 0.0019424068, -0.00014490348, 0.99999505, 0.0024067704, -0.0014048881, -0.00035384722, 0.30846214, 0.91694146, -0.025524594, -0.09926189, -0.014598631, 0.050349236
-0.0029003515, 0.0025066538, 0.6990375, -0.002976252, 0.0028551486, 0.69981974, 0.0019673314, -0.012680206, -0.011691511, 0.0014247422, -0.0114644235, -0.009032431, 0.999987, 0.0042240415, 0.0028685639, -0.00016766484, 0.9999954, 0.0022209939, -0.0014617632, -0.00027093192, 0.34320647, 1.0072396, -0.026991522, -0.09999711, -0.04251399, 0.009981874
-0.0028964798, 0.0024816992, 0.6990145, -0.002976252, 0.0028551486, 0.69981974, 0.002077586, -0.012842618, -0.011775858, 0.0014247422, -0.0114644235, -0.009032431, 0.99998224, 0.00456184, 0.0038597283, -0.00019100627, 0.9999954, 0.0022209939, -0.0014617632, -0.00027093192, 0.37727663, 1.0965458, -0.02865837, -0.12112257, -0.10372258, -0.03172845
-0.002892445, 0.0024567589, 0.6989916, -0.002970775, 0.002808954, 0.69978094, 0.002224287, -0.013016072, -0.011819549, 0.0013142367, -0.011633383, -0.010359585, 0.99997574, 0.0049282615, 0.0049245083, -0.00021538963, 0.9999957, 0.0020016, -0.00160777, -0.000294927, 0.4102701, 1.1825122, -0.030318053, -0.14243914, -0.14168811, -0.037351333
-0.0028880588, 0.0024310912, 0.6989683, -0.002970775, 0.002808954, 0.69978094, 0.0024139818, -0.013205993, -0.011901831, 0.0013142367, -0.011633383, -0.010359585, 0.9999673, 0.005332878, 0.0060904925, -0.00024152828, 0.9999957, 0.0020016, -0.00160777, -0.000294927, 0.44534454, 1.2717713, -0.03178602, -0.13361527, -0.12041484, 0.009040682
-0.0028833104, 0.002405115, 0.69894487, -0.0029657618, 0.0027621172, 0.69973683, 0.0026480062, -0.013411006, -0.011983667, 0.001192991, -0.011785824, -0.011692255, 0.99995637, 0.0057709664, 0.0073412936, -0.0002687859, 0.9999957, 0.0017254315, -0.0018723249, -0.000340456, 0.48049244, 1.3612767, -0.03339515, -0.11056034, -0.059129525, 0.07270145
-0.0028779563, 0.0023779979, 0.6989206, -0.0029657618, 0.0027621172, 0.69973683, 0.0029380566, -0.01363914, -0.012063148, 0.001192991, -0.011785824, -0.011692255, 0.99994236, 0.0062568383, 0.008717538, -0.00029817052, 0.9999957, 0.0017254315, -0.0018723249, -0.000340456, 0.5162638, 1.4524049, -0.035141844, -0.10239661, -0.0075189713, 0.090999514
-0.0028721918, 0.002351238, 0.69889694, -0.0029612815, 0.0027147052, 0.69968945, 0.0032722559, -0.013879156, -0.012141381, 0.0010472309, -0.011920322, -0.011994146, 0.9999257, 0.0067633814, 0.01014232, -0.0003281426, 0.9999959, 0.0015056737, -0.0019664415, -0.00019252954, 0.55302215, 1.5420221, -0.036838837, -0.09926771, -8.9965935e-5, 0.04532137
-0.002865824, 0.002324229, 0.69887334, -0.0029612815, 0.0027147052, 0.69968945, 0.0036582185, -0.014136717, -0.012204367, 0.0010472309, -0.011920322, -0.011994146, 0.9999056, 0.0073015518, 0.011642647, -0.00035929345, 0.9999959, 0.0015056737, -0.0019664415, -0.00019252954, 0.58915806, 1.6299791, -0.03886592, -0.10737166, -0.036528457, -0.010294924
